RSS            K Variance     Outer Scale    Diameter       Wind X         Wind Y         
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7095524     286.0243051    0.8960056      0.0175375      -0.1834736     0.0168364      
11.6617445     286.0243051    0.8960056      0.0125375      -0.1884736     0.0168364      
11.6824771     286.0243051    0.8960056      0.0125375      -0.1834736     0.0218364      
xi +           K Variance     Outer Scale    Diameter       Wind X         Wind Y         
11.6370452     286.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.5896086     291.0243051    0.8960056      0.0125375      -0.1834736     0.0168364      
11.7237908     286.0243051    0.9460056      0.0125375      -0.1834736     0.0168364      
30.0608097     380.8973833    0.1            0.0125375      -0.1834736     0.0168364      
29.7930715     385.8973833    0.1            0.0125375      -0.1834736     0.0168364      
16.7771341     380.8973833    0.15           0.0125375      -0.1834736     0.0168364      
10.9084739     316.7115779    0.6385328      0.0125375      -0.1834736     0.0168364      
10.8791605     321.7115779    0.6385328      0.0125375      -0.1834736     0.0168364      
11.0075817     316.7115779    0.6885328      0.0125375      -0.1834736     0.0168364      
10.3113968     348.8044806    0.3692664      0.0125375      -0.1834736     0.0168364      
10.2935156     353.8044806    0.3692664      0.0125375      -0.1834736     0.0168364      
10.3487594     348.8044806    0.4192664      0.0125375      -0.1834736     0.0168364      
29.7660242     386.4091344    0.1            0.0125375      -0.1834736     0.0168364      
29.5051562     391.4091344    0.1            0.0125375      -0.1834736     0.0168364      
16.6386561     386.4091344    0.15           0.0125375      -0.1834736     0.0168364      
10.3180944     353.3894829    0.3364357      0.0125375      -0.1834736     0.0168364      
10.2993682     358.3894829    0.3364357      0.0125375      -0.1834736     0.0168364      
10.3009703     353.3894829    0.3864357      0.0125375      -0.1834736     0.0168364      
10.3083378     349.8892754    0.3614988      0.0125375      -0.1834736     0.0168364      
10.2903726     354.8892754    0.3614988      0.0125375      -0.1834736     0.0168364      
10.3355553     349.8892754    0.4114988      0.0125375      -0.1834736     0.0168364      
Total Time                          : 5.836 h
Load Time                           : 143.098 s
Correlation Fitting Time            : 23.142 min
Correlating Fitting Jackknife Time  : 9.118 min
Optimization Time                   : 5.109 h
Optimization Jackknife Time         : 8.922 min
